ID_DE_RESPUESTA,FECHA,DURACIÓN_SEGUNDOS,Duración en minutos (calculado),COLONIA,ESTRATO_SOCIAL,CONTEXTO_DE_RESIDENCIA,V1,V2,V3,V4,V5,V6,V7,V8.A,V8.B,V8.C,V8.D,V8.E,V8.F,V8.G,V8.H,V8.I,V9.A,V9.B,V9.C,V9.D,V9.E,V9_OTRA,V9_OTRA_TEXTO,V10,V10_OTRA,V11,V12,V13,V14,V15,V16,V17,V17_OTRA,V17_OTRA_TEXTO,V18,V19,V20.A,V20.B,V20.C,V20.D,V20.E,V20.F,V20.G,V20.H,V20.I,V20.J,V21.A,V21.B,V21.C,V21.D,V21.E,V21.F,V22.A,V22.B,V22.C,V22.D,V22.E,V22.F,V22.G,V22.H,V22.I,V22.J,V22.K,V22.L,V22.M,V22.N,V22_OTRA,V22_OTRA_TEXTO,V23.A,V23.B,V23.C,V23.D,V23.E,V23.F,V23.G,V23.H,V23.I,V23.J,V23.K,V24,V24_TEXTO,V25,V26.A,V26.B,V26.C,V27,V28.A,V28.B,V28.C,V28.D,V28.E,V29,V30.A,V30.B,V31,V31_OTRA,V32,V33,V34,V35.A,V35.B,V36,V37,V37_ENFERMEDADES,V38,V39,V40.A,V40.B,V40.C,V40.D,V40.E,V40.F,V40.G,V40.H,V40.I,V41,V42,V43,V44,V44_OTRA,V45,V46,V47.A,V47.B,V47.C,V47.D,V47.E,V48,V49,V50,V51.A,V51.B,V51.C,V51.D,V52,V52_TEXTO,V53.A,V53.B,V53.C,V53.D,V53.E,V53.F,V53.G,V53.H,V54.A,V54.B,V54.C,V54.D,V54.E,V54.F,V55.A,V55.B,V55.C,V56.A,V56.B,V56.C,V56.D,V56.E,V56.F,V56.G,V56.H,V56.I,V57,V58.A,V58.B,V58.C,V58.D,V58.E,V59.A,V59.B,V59.C,V59.D,V59.E,V59.F,V59.G,V59.H,V59.I,V59.J,V59.K,V59.L,V59_OTRA,V59_OTRA_TEXTO,V60.A,V60.B,V60.C,V61.A,V61.A_TEXTO,V61.B,V61.B_TEXTOS,V62,V62_TEXTO,V63,V63_OTRA,V64,V65.A,V65.B,V65.C,V65.D,V65.E,V65.F,V65.G,V66.A,V66.B,V66.C,V66.D,V66.E,V66.F,V66.G,V66.H,V66.I,V66.J,V66.K,V66.L,V66.M,V66.N,V67,V67_OTRA,V68,V69,V70,V71,V72.A,V72.B,V72.C,V72.D,V72.E,V73.A,V73.B,V73.C,V73.D,V74,N1.A,N1.B,N1.C,N1.D,N1.E,N1.F,N1,NS_2018,NS_2018_E,N2.A,N2.B,N2.C,N2.D,N2.E,N2.F,N2.G,N2.H,N2,NS_2011,NS_2011_E,V75_RECHAZOS,V75_INCOMPLETOS,V75_NO_CONTACTOS,V75_NO_ELEGIBLES,MUNICIPIO,RANGO_EDAD,SEXO,POND
54158721,9/11/21 18:00,1692,56.4,TABACHINES,2,2,1,2,1,1,1,1,3,3,1,1,3,2,1,4,5,4,1,0,0,0,0,99,99,1,99,18,4,2,2,99,2,5,99,99,99,1,2,2,2,1,2,1,1,1,1,2,5,5,5,5,4,1,2,5,2,2,1,4,1,1,1,1,1,1,1,1,99,99,1,1,2,1,5,5,4,1,1,1,1,1,DINERO,5,2,1,1,1,5,2,1,5,5,2,18,99,2,99,5,5,3,5,1,4,99,99,3,4,4,4,1,4,2,4,0,0,5,1,2,3,99,99,99,2,2,2,2,2,2,2,1,1,1,5,5,5,1,GOBIERNO CORRUPTO Y EL NARCOTRÁFICO,1,1,1,2,2,1,2,2,3,5,1,1,4,5,1,1,1,1,1,1,1,2,2,2,2,2,1,4,5,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,5,10,TIERRA MOJADA,9,CALOR,5,"TRÁFICO, SOBREPOBLACIÓN Y DELINCUENCIA Y EL GOBIERNO",1,99,40,2,2,2,2,2,2,2,2,1,4,1,2,2,4,5,1,4,4,5,1,1,1,99,24,10,5,12,0,1,1,1,5,1,1,1,1,4,73,24,0,31,61,6,189,C+,Medio,0,11,13,10,20,0,0,52,106,C-,Bajo,0,0,6,1,6,2,1,838.4727
54158780,9/11/21 18:02,1365,45.5,BOSQUES DE LA VICTORIA,1,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,0,0,0,0,1,99,99,2,99,99,99,1,5,5,2,6,99,99,3,5,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,VENTAS,1,1,1,1,1,1,1,1,1,1,1,5,INSEGURIDAD,5,4,4,4,1,4,4,4,4,4,5,99,99,3,99,5,5,5,5,1,4,99,99,1,5,5,5,5,5,5,5,0,5,5,1,2,3,99,99,99,2,2,2,2,2,2,2,5,5,5,4,5,5,3,DISCRIMINACIÓN,1,1,2,1,1,2,2,2,5,5,5,5,5,5,1,5,5,1,1,1,2,2,2,2,2,2,3,3,3,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,4,4,COMIDA TACOS,1,TORTAS AHOGADAS,2,INSEGURIDAD,3,99,240,2,2,2,2,2,2,2,1,1,5,4,5,5,5,5,5,5,5,5,5,5,1,99,24,12,5,15,3,5,2,2,20,1,1,1,1,0,101,47,37,31,0,12,216,C+,Medio,8,11,31,10,20,32,58,72,242,AB,Alto,0,0,30,15,2,2,1,406.5748
54158826,9/11/21 18:03,1503,50.1,TABACHINES,2,2,5,4,5,1,5,4,3,5,4,2,1,4,1,2,1,2,1,1,0,0,0,99,99,1,99,19,1,1,5,99,2,2,99,99,99,5,2,1,1,1,1,2,1,1,1,1,5,5,5,5,4,4,2,4,4,5,3,3,2,5,1,1,5,2,2,4,2,COMPRAR EN LÍNEA,1,1,2,1,3,4,3,2,2,2,1,4,AISLAMIENTO SOCIAL,4,5,4,5,1,5,5,4,5,5,5,21,0,2,99,5,3,4,4,4,4,99,99,3,3,3,2,3,5,2,2,5,5,5,2,2,3,99,99,99,2,2,2,2,2,2,2,3,4,3,4,4,2,4,DESIGUALDAD DE GÉNERO,1,1,2,1,2,1,2,2,5,5,3,4,3,4,5,5,2,1,1,2,1,2,2,2,2,1,3,3,3,4,1,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,2,1,TORTAS AHOGADAS,8,TEQUILA,3,CORRUPCIÓN,1,99,120,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,24,12,5,12,1,2,2,1,12,1,1,1,1,5,73,24,18,31,61,12,207,AB,Alto,0,11,13,10,20,27,32,52,165,C+,Medio,0,0,17,5,6,2,2,871.4392
54159055,9/11/21 18:09,3728,62.1,BOSQUES DE LA VICTORIA,1,5,4,4,5,1,5,5,3,4,4,4,4,4,2,3,4,2,1,0,0,0,0,99,99,1,99,15,2,2,4,4,1,3,99,99,3,4,1,1,1,1,1,1,1,1,1,1,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,2,5,4,6,VER CONFERENCIA,2,2,2,2,4,4,3,2,2,2,2,1,EL DINERO,4,2,2,2,2,4,5,2,5,5,4,10,5,4,99,4,3,4,2,2,4,99,99,4,4,2,2,2,4,4,4,4,4,2,3,2,3,99,99,99,2,1,2,2,2,2,2,4,4,2,2,2,2,9,LA FALTA DE OPORTUNIDAD Y EL DESEMPLEO,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,4,4,1,1,1,1,1,2,2,1,1,4,4,4,4,1,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,2,2,4,4,TACOS,12,MUCHAS CASAS,7,LA VIOLENCIA Y EL CRIMEN,4,99,30,2,2,2,2,2,2,2,2,2,2,1,1,1,4,4,4,4,1,4,4,1,0,99,23,10,5,11,2,4,2,1,12,1,1,1,1,3,59,24,37,31,46,12,197,AB,Alto,0,11,13,10,20,27,41,52,174,C+,Medio,9,1,6,5,2,2,0,406.5748
54159133,9/11/21 18:11,2064,68.8,SEATTLE,2,2,2,3,2,2,1,2,3,2,2,4,3,1,3,2,3,1,1,0,0,0,0,99,99,1,99,16,2,1,3,99,1,1,99,99,99,5,2,2,1,1,1,2,1,1,1,1,1,3,5,1,1,1,2,2,1,1,1,1,1,1,2,1,3,1,1,1,99,99,1,1,2,1,4,4,4,4,4,3,3,3,ESTRÉS Y SALUD,2,5,1,3,1,4,1,2,5,3,2,2,10,2,99,4,5,3,3,2,4,99,99,2,1,1,4,3,5,3,3,5,4,5,1,2,1,1,99,2,1,1,2,2,2,2,2,5,4,3,2,1,5,12,GOBIERNOS,1,1,1,2,2,1,2,1,1,1,1,1,1,1,3,5,1,2,1,1,1,2,1,1,1,2,1,2,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,5,4,TEJUINO,4,BIRRIA,4,RACISMO,1,99,90,2,2,2,2,2,1,2,1,3,4,3,3,3,4,2,4,2,2,4,3,4,1,99,26,3,5,10,2,8,3,3,20,1,1,1,1,5,43,47,37,31,61,17,219,C+,Medio,14,11,31,10,20,32,41,38,197,AB,Alto,4,0,10,5,6,3,1,965.4591
54159164,9/11/21 18:11,1778,59.3,SEATTLE,2,2,3,3,2,2,2,2,4,3,2,5,5,4,5,5,5,3,1,0,0,0,0,99,99,2,99,20,2,1,0,99,2,3,99,99,99,2,2,1,1,2,1,2,1,1,1,2,5,2,4,2,2,4,2,2,4,2,2,2,1,1,1,1,1,1,5,2,10,LIBROS EN LÍNEA,1,1,1,1,3,4,4,1,3,3,1,1,ECONÓMICO,5,4,2,4,4,2,5,3,5,5,4,10,0,2,99,3,5,3,4,4,4,99,99,2,4,4,4,4,4,4,4,4,4,5,3,1,3,99,99,99,2,1,2,2,1,2,2,5,4,3,1,5,5,1,CORRUPCIÓN,1,1,1,2,2,1,2,2,5,5,1,5,4,4,5,1,1,1,1,1,2,1,1,1,2,2,4,2,4,5,1,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,4,4,COMIDA,7,BONITA,2,INSEGURIDAD,2,99,60,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,4,2,1,4,2,2,2,99,26,12,5,4,1,2,2,2,8,1,1,1,1,2,31,47,18,31,31,12,158,C,Medio,0,11,31,10,20,15,32,22,141,C,Medio,5,0,10,5,6,3,2,778.3431
54159253,9/11/21 18:14,1750,58.3,JARDINES DE LA PAZ (GUADALAJARA),2,2,3,4,4,1,4,3,4,3,3,4,4,3,5,5,5,3,0,0,0,0,1,99,99,2,99,99,99,1,4,4,1,2,99,99,3,2,2,1,1,1,1,2,2,1,1,1,3,4,4,4,4,4,4,5,2,2,2,2,4,2,2,2,2,2,4,1,99,99,1,1,1,1,3,5,5,5,1,1,1,5,INSEGURIDAD,3,4,5,5,3,2,2,2,4,4,4,9,99,2,99,3,5,5,3,5,4,99,99,2,2,4,5,1,4,4,5,5,5,3,5,1,3,99,99,99,2,1,2,2,2,2,1,5,1,2,3,4,4,5,VIOLENCIA,2,1,2,1,2,1,2,2,4,1,4,3,3,4,3,1,1,2,2,2,2,2,2,2,2,2,4,5,5,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,5,2,MARIACHI,6,LUGARES TURÍSTICOS,2,INSEGURIDAD,1,99,60,2,2,2,2,2,2,2,4,4,4,2,4,4,4,2,3,3,2,3,3,4,1,99,18,9,5,9,0,2,2,1,8,1,1,1,1,3,35,24,0,31,46,12,136,C,Medio,0,11,13,10,20,15,0,38,107,C-,Bajo,0,0,0,3,2,1,1,791.2416
54159339,9/11/21 18:15,1172,39.1,LA ESTANCIA,1,5,3,4,4,2,5,5,5,3,3,4,2,4,4,4,4,2,1,0,0,0,0,99,99,1,99,20,4,1,5,99,2,2,99,99,3,3,1,1,2,2,2,2,1,1,1,2,4,4,4,4,2,1,4,4,4,4,2,3,1,1,2,1,3,3,3,3,2,COMPRA Y VENTA EN LÍNEA,1,1,1,1,5,5,1,2,2,2,2,6,COMUNICACIÓN Y TIEMPO,4,2,1,2,2,2,2,2,4,2,4,1,4,4,99,4,5,2,4,4,4,99,99,2,4,4,4,5,5,5,5,5,5,5,1,2,3,99,99,99,2,1,1,2,2,2,2,1,3,1,5,1,5,3,DISCRIMINACIÓN,1,1,1,2,2,2,2,2,5,4,1,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,1,3,4,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,4,9,DESIGUALDAD,9,GOBIERNO CORRUPTO,4,LA FALTA DE JUSTICIA,3,99,60,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,5,4,4,2,99,23,11,1,12,1,2,1,1,6,1,1,1,1,2,73,24,18,31,31,6,177,C+,Medio,0,11,13,10,20,15,32,52,153,C,Medio,1,0,10,1,6,2,2,465.1182
54159352,9/11/21 18:16,1444,48.1,VILLASEÑOR (SANTA TERESITA),2,1,4,3,4,1,4,4,3,3,3,2,4,4,2,2,3,1,1,0,0,0,0,99,99,1,99,15,2,1,2,99,1,2,99,99,3,3,1,1,1,1,1,1,1,1,1,2,4,4,4,4,2,1,1,5,2,4,2,5,1,2,2,1,4,4,5,1,99,99,1,1,2,1,4,4,1,1,1,1,1,5,INSEGURIDAD SOCIAL,4,4,3,4,1,2,2,2,2,2,5,5,0,3,99,4,5,3,2,2,4,99,99,2,2,4,2,2,4,2,4,4,4,5,2,2,3,99,99,99,2,2,2,2,2,1,2,2,4,1,2,4,5,4,DESIGUALDAD SOCIAL,2,1,1,2,2,1,2,2,2,4,4,4,4,4,3,2,3,1,1,1,1,2,2,2,1,1,4,4,4,5,1,4,2,2,2,2,2,2,2,2,2,2,2,2,99,99,3,3,4,2,MARIACHI,5,MÚSICA,2,INSEGURIDAD,1,99,90,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,1,1,4,2,2,2,99,20,10,5,9,0,5,2,1,10,1,1,1,1,2,35,24,0,31,31,12,121,C,Medio,8,11,13,10,20,15,0,38,115,C-,Bajo,3,0,5,5,2,2,2,871.4392
54159359,9/11/21 18:16,1009,33.6,LA ESTANCIA,1,5,5,4,5,1,5,5,1,5,5,1,1,1,1,1,1,1,0,0,0,0,1,99,99,2,99,99,99,1,5,5,2,1,99,99,1,5,1,1,1,2,1,2,1,1,1,1,1,5,5,4,4,4,4,4,4,4,4,4,5,3,4,3,4,3,4,0,99,NO SÉ,1,1,2,2,3,3,2,3,2,2,2,2,QUE MIS PAPÁS NO TENGAN TRABAJO,5,1,4,1,1,1,4,2,4,4,5,10,99,2,99,5,5,5,2,2,4,99,99,5,5,5,0,0,0,0,0,0,0,0,0,2,3,99,99,99,1,2,2,2,2,2,0,5,0,0,0,0,0,0,NO SÉ,2,1,2,2,2,2,2,2,5,4,4,4,4,4,5,3,3,2,2,2,2,2,2,2,2,2,3,5,5,0,0,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,4,6,LAS CHIVAS,12,ESTADIO JALISCO,2,LA FALTA DE POLICÍAS,3,99,60,1,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,99,15,4,5,12,2,6,3,2,13,1,1,1,1,2,73,47,37,31,31,17,219,C-,Baja,8,11,31,10,20,27,41,52,200,AB,Alto,0,0,11,3,6,1,1,368.1064
54159405,9/11/21 18:17,7283,100.0,BOSQUES DE LA VICTORIA,1,5,5,5,5,1,5,5,3,4,5,4,4,4,2,4,4,3,1,0,0,1,0,99,99,1,99,18,1,1,5,3,2,2,99,99,99,5,2,1,1,1,1,2,1,1,1,1,5,5,5,1,2,4,4,4,4,5,2,2,1,2,2,1,2,2,5,1,99,99,2,2,2,2,4,4,4,2,2,2,2,7,ESTOY DIVORCIADA Y LA CONVIVENCIA DE MIS HIJOS CON SU PAPÁ,4,3,3,4,2,4,4,2,5,5,5,0,3,3,99,5,1,4,4,4,4,99,99,4,4,2,2,4,4,4,4,4,4,4,1,2,3,99,99,99,0,2,2,2,2,2,2,3,4,2,4,2,5,11,NO SOMOS SOLIDARIOS,1,1,1,1,2,2,1,2,4,4,4,2,4,5,2,2,2,1,1,2,1,2,1,1,1,1,4,4,5,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,4,12,LLUVIAS,12,BUENA GENTE,11,IGNORANCIA,3,99,60,1,2,2,2,2,2,2,4,4,4,2,2,2,2,4,4,2,4,4,2,2,2,99,29,12,3,12,1,5,3,2,7,1,1,1,1,1,73,47,18,31,15,17,184,AB,Alto,8,11,31,10,20,15,32,52,179,C+,Medio,19,0,28,102,2,3,2,412.0907
54159422,9/11/21 18:18,1844,61.5,JARDINES DE LA PAZ (TLAQUEPAQUE),2,2,5,4,5,1,5,4,2,4,5,3,2,4,1,2,4,2,0,0,0,0,1,99,99,2,99,99,99,1,5,5,2,2,99,99,3,4,2,1,2,2,2,1,1,1,1,1,3,2,5,5,4,5,3,2,2,4,2,2,5,4,2,2,2,4,5,1,99,99,1,1,2,1,3,1,3,2,3,2,1,5,ROBO,4,5,5,3,2,3,4,2,5,4,5,14,5,3,99,5,1,5,1,4,4,99,99,4,4,3,4,4,2,3,3,5,3,2,1,2,3,99,99,99,2,1,2,2,2,2,2,3,4,1,5,2,4,6,DEJAR LIBRE A CRIMINALES TENIENDO EVIDENCIA,1,1,2,2,2,1,2,1,4,5,3,3,2,4,2,3,2,1,1,1,1,2,1,1,1,2,4,4,5,4,2,5,2,2,2,1,2,2,2,1,2,2,2,2,99,99,5,5,5,4,COMIDA,7,BELLEZA,3,CORRUPCIÓN,1,99,10,2,1,2,2,2,1,2,3,3,4,4,3,3,4,2,5,5,5,5,5,4,1,99,16,9,5,12,1,4,2,2,16,1,1,1,1,2,73,47,18,31,31,12,200,C+,Medio,0,11,31,10,20,32,32,52,188,C+,Medio,0,0,0,0,3,1,1,791.2416
54159425,9/11/21 18:18,1285,42.8,SEATTLE,2,2,5,5,5,1,4,5,4,5,4,5,2,4,3,1,3,1,0,1,0,1,0,99,99,1,99,16,3,1,2,99,2,5,99,99,99,3,2,1,1,1,2,2,1,1,1,1,5,5,2,5,2,5,5,5,2,5,1,2,2,5,2,1,2,1,5,2,3,TRABAJO,2,2,3,1,4,1,1,2,2,1,1,1,LA ECONOMÍA,4,5,1,5,1,4,5,2,5,5,4,0,10,4,99,5,1,4,5,5,4,99,99,2,5,4,4,1,5,2,5,5,5,5,3,1,3,99,99,99,1,2,2,2,2,1,1,1,2,2,1,4,5,3,PREFERENCIA DE GÉNERO A LOS HOMBRES,1,1,1,1,1,2,2,1,4,3,3,2,1,4,5,5,2,1,1,1,1,1,1,1,1,2,5,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,99,99,4,3,5,4,COMIDA,10,TRADICIONES,2,INSEGURIDAD,3,99,180,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,5,1,4,2,99,23,10,1,12,1,5,2,1,9,1,1,1,1,2,73,24,18,31,31,12,177,C+,Medio,8,11,13,10,20,15,32,52,161,C+,Medio,0,0,16,10,6,2,2,871.4392
54159495,9/11/21 18:19,1550,51.7,JARDINES DEL BOSQUE,1,5,3,3,3,1,1,2,4,4,3,4,4,4,5,0,5,1,0,0,0,1,0,99,99,2,99,19,99,1,5,99,2,2,99,99,1,4,2,1,1,1,2,2,2,1,1,2,2,5,2,1,1,1,2,4,4,5,4,2,2,1,1,1,1,1,4,1,99,99,2,2,2,2,2,2,2,2,2,2,2,6,COMUNICACIÓN,3,5,5,2,2,5,0,4,5,5,4,10,0,2,99,5,4,4,4,5,4,99,99,2,5,2,5,5,5,5,5,5,5,5,5,0,3,99,99,99,2,2,2,2,2,2,2,1,4,2,5,2,2,3,DISCRIMINACIÓN,1,2,1,1,2,2,2,2,1,1,1,2,3,4,4,2,2,2,2,2,1,2,2,2,2,2,4,2,0,2,2,5,2,2,2,2,2,2,2,2,2,0,2,2,99,99,2,1,4,7,BONITA,9,INSEGURO,2,SEGURIDAD,1,99,20,2,2,2,2,2,2,2,2,2,2,1,1,1,5,4,5,5,1,1,1,1,2,99,22,10,5,4,6,6,3,1,5,1,2,1,1,1,31,24,37,31,15,17,138,C,Medio,8,11,13,0,20,0,58,22,132,C,Medio,5,0,31,24,2,2,2,465.1182
54159532,9/11/21 18:20,3436,57.3,JARDINES DEL BOSQUE,1,5,3,4,5,1,5,5,1,4,4,4,4,4,1,1,3,4,0,0,0,1,0,99,99,4,99,99,99,2,5,99,1,3,99,99,99,4,2,2,1,1,1,2,1,1,1,1,2,4,4,2,2,2,1,5,5,5,5,5,2,4,2,2,2,2,1,1,99,99,1,1,1,1,4,4,1,1,2,2,1,5,INSEGURIDAD,5,5,4,4,2,5,4,4,5,5,4,25,0,4,99,5,4,2,4,4,4,99,99,2,4,4,4,3,4,4,4,5,5,5,2,2,3,99,99,99,1,2,2,0,2,0,2,4,2,2,2,4,4,3,SER DESPEDIDA POR SER MUJER Y ESTAR EMBARAZADA,1,1,1,1,2,1,2,2,4,2,4,2,4,4,4,4,4,2,1,1,1,2,1,1,1,1,4,2,0,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,5,13,CON NOSOTROS,10,ROSAS,11,PANDEMIA,1,99,60,2,2,2,2,2,2,2,4,1,2,1,1,1,1,1,2,1,1,2,1,1,2,99,29,10,4,10,1,4,3,1,12,1,1,1,1,3,43,24,18,31,46,17,162,C,Medio,0,11,13,10,20,27,32,38,151,C,Medio,1,0,9,10,2,3,2,412.0907
54159744,9/11/21 18:26,2064,68.8,BOSQUES DE LA VICTORIA,1,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,0,0,0,1,0,99,99,4,99,99,99,1,5,99,2,0,99,99,99,5,1,1,1,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,99,99,1,1,1,1,1,1,1,1,1,1,1,5,INSEGURIDAD,5,5,5,5,1,2,2,2,2,2,5,20,99,3,99,5,5,5,5,5,4,99,99,1,5,5,5,5,5,5,5,5,5,5,1,2,3,99,99,99,1,2,2,2,2,2,2,5,5,5,5,5,5,3,DISCRIMINACIÓN,2,1,2,1,2,1,2,2,5,5,5,5,5,5,5,5,5,1,1,1,2,2,2,2,2,2,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,5,1,TORTAS AHOGADAS,8,TEQUILA,4,DISCRIMINACIÓN,3,99,999,2,2,2,2,2,2,2,5,4,4,4,0,4,4,4,4,5,0,5,4,5,2,99,26,12,4,15,2,5,3,2,25,1,1,1,1,0,101,47,37,31,0,17,216,C+,Medio,8,11,31,10,20,46,41,72,239,AB,Alto,25,0,20,15,2,3,2,412.0907
54159806,9/11/21 18:27,2114,70.5,JARDINES DE LA PAZ (GUADALAJARA),2,2,5,5,5,1,4,5,1,5,4,4,1,3,1,1,4,4,0,0,0,0,1,99,99,2,99,15,99,1,5,4,2,3,99,99,3,5,2,1,1,1,2,1,1,1,1,1,5,5,5,5,5,5,4,5,2,2,2,1,4,3,1,1,2,1,1,1,99,99,1,1,1,1,2,4,3,3,2,2,2,11,NADA,5,4,2,3,2,3,3,3,4,4,4,1,99,2,99,5,3,5,3,5,4,99,99,3,4,4,4,2,2,4,4,4,4,4,2,2,3,99,99,99,1,2,2,2,2,2,2,5,2,2,2,4,4,7,ACOSO,1,2,2,1,2,1,2,2,3,4,2,1,4,4,4,2,2,2,1,1,1,2,2,2,2,1,2,3,4,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,2,2,MARIACHI,4,BIRRIA,1,DELINCUENCIA,1,99,120,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,3,2,1,1,99,17,9,5,10,0,4,4,2,15,1,1,1,1,2,43,47,0,31,31,23,152,C,Medio,0,11,31,10,20,27,0,38,137,C,Medio,7,0,25,8,2,1,1,791.2416
54159807,9/11/21 18:27,1122,37.4,SEATTLE,2,2,4,4,4,1,4,3,5,4,4,3,4,3,5,5,5,1,1,0,0,0,0,99,99,1,99,14,2,1,4,4,2,3,99,99,1,4,2,1,1,1,1,2,1,2,1,2,4,4,4,2,2,4,1,5,2,2,2,2,2,4,1,1,2,4,3,1,99,99,1,1,1,1,4,4,2,1,1,1,1,7,TOMA DE DECISIONES,4,4,4,4,2,4,2,2,5,5,4,3,0,3,99,3,0,3,4,5,4,99,99,3,3,4,4,0,4,4,5,5,4,4,1,2,3,99,99,99,2,2,2,2,2,2,2,3,2,1,1,1,1,5,LA VIOLENCIA,1,1,1,1,2,1,2,2,4,4,2,4,3,4,4,2,2,1,2,2,1,2,2,2,2,2,4,4,4,3,2,5,2,2,1,2,2,2,2,2,2,2,2,2,99,99,4,4,4,7,SUPERACIÓN,7,LE GUSTA,1,DELINCUENCIA,1,99,60,2,2,2,2,2,2,2,4,3,4,3,3,3,3,3,4,2,4,4,2,4,2,99,27,4,4,4,0,4,2,2,4,1,1,1,1,3,31,47,0,31,46,12,155,C,Medio,0,11,31,10,20,0,0,22,94,D+,Bajo,8,0,3,2,6,3,2,778.3431
54160170,9/11/21 18:35,1395,46.5,TABACHINES,2,2,4,3,4,1,4,4,4,3,4,3,3,4,1,4,4,1,1,0,0,0,1,99,99,2,99,18,2,1,4,4,2,2,99,99,3,4,1,1,2,2,2,1,1,1,1,1,2,5,2,5,2,5,4,4,4,4,2,4,1,3,2,1,2,1,1,1,99,99,1,2,2,2,4,5,1,1,2,1,1,11,NO HAY,4,4,4,4,2,2,2,2,5,5,4,10,99,2,99,5,4,5,5,2,4,99,99,4,5,4,1,1,4,4,4,4,4,5,1,2,3,99,99,99,1,1,2,2,1,2,2,5,1,1,5,5,5,3,DISCRIMINACIÓN,2,2,2,2,2,1,2,2,5,5,5,0,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,5,4,PAN,3,CENTRO,2,INSEGURIDAD,1,99,40,2,2,2,2,2,2,2,4,2,2,2,3,3,2,4,2,2,1,2,2,3,2,99,19,11,5,4,2,6,4,2,18,1,1,1,1,3,31,47,37,31,46,23,192,C+,Medio,8,11,31,10,20,32,41,22,175,C+,Medio,0,0,0,0,6,1,2,849.7211
54160313,9/11/21 18:38,2305,76.8,JARDINES DE LA PAZ (TLAQUEPAQUE),2,2,5,3,3,1,5,5,2,4,4,4,4,4,1,5,5,1,0,0,0,1,0,99,99,4,99,15,0,1,4,99,2,2,99,99,99,5,2,2,2,1,1,2,1,1,1,1,4,5,5,5,1,1,5,5,5,5,5,5,5,5,2,2,5,1,4,1,99,99,1,1,1,1,1,5,1,5,1,1,1,4,NO SALIR,5,5,4,4,1,5,2,5,5,5,5,0,1,4,99,5,4,3,3,1,4,99,99,2,3,4,1,2,4,4,4,4,2,2,2,2,3,99,99,99,2,2,2,2,2,2,2,3,3,4,5,5,5,7,FEMINICIDIO,1,1,1,2,2,1,2,2,5,3,1,1,5,5,5,5,5,1,1,2,1,2,1,1,1,1,3,3,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,3,5,6,ZONA TURÍSTICA,0,NO SABE OTRA,2,INSEGURIDAD,1,99,60,2,2,2,2,2,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,99,19,3,1,9,0,3,1,1,6,2,1,1,2,1,35,24,0,0,15,6,74,D,Baja,0,0,13,10,20,15,0,38,96,D+,Bajo,0,0,4,6,3,1,2,849.7211
