ID_DE_RESPUESTA,FECHA,DURACIÓN_SEGUNDOS,Duración en minutos (calculado),COLONIA,ESTRATO_SOCIAL,CONTEXTO_DE_RESIDENCIA,V1,V2,V3,V4,V5,V6,V7,V8.A,V8.B,V8.C,V8.D,V8.E,V8.F,V8.G,V8.H,V8.I,V9.A,V9.B,V9.C,V9.D,V9.E,V9_OTRA,V9_OTRA_TEXTO,V10,V10_OTRA,V11,V12,V13,V14,V15,V16,V17,V17_OTRA,V17_OTRA_TEXTO,V18,V19,V20.A,V20.B,V20.C,V20.D,V20.E,V20.F,V20.G,V20.H,V20.I,V20.J,V21.A,V21.B,V21.C,V21.D,V21.E,V21.F,V22.A,V22.B,V22.C,V22.D,V22.E,V22.F,V22.G,V22.H,V22.I,V22.J,V22.K,V22.L,V22.M,V22.N,V22_OTRA,V22_OTRA_TEXTO,V23.A,V23.B,V23.C,V23.D,V23.E,V23.F,V23.G,V23.H,V23.I,V23.J,V23.K,V24,V24_TEXTO,V25,V26.A,V26.B,V26.C,V27,V28.A,V28.B,V28.C,V28.D,V28.E,V29,V30.A,V30.B,V31,V31_OTRA,V32,V33,V34,V35.A,V35.B,V36,V37,V37_ENFERMEDADES,V38,V39,V40.A,V40.B,V40.C,V40.D,V40.E,V40.F,V40.G,V40.H,V40.I,V41,V42,V43,V44,V44_OTRA,V45,V46,V47.A,V47.B,V47.C,V47.D,V47.E,V48,V49,V50,V51.A,V51.B,V51.C,V51.D,V52,V52_TEXTO,V53.A,V53.B,V53.C,V53.D,V53.E,V53.F,V53.G,V53.H,V54.A,V54.B,V54.C,V54.D,V54.E,V54.F,V55.A,V55.B,V55.C,V56.A,V56.B,V56.C,V56.D,V56.E,V56.F,V56.G,V56.H,V56.I,V57,V58.A,V58.B,V58.C,V58.D,V58.E,V59.A,V59.B,V59.C,V59.D,V59.E,V59.F,V59.G,V59.H,V59.I,V59.J,V59.K,V59.L,V59_OTRA,V59_OTRA_TEXTO,V60.A,V60.B,V60.C,V61.A,V61.A_TEXTO,V61.B,V61.B_TEXTOS,V62,V62_TEXTO,V63,V63_OTRA,V64,V65.A,V65.B,V65.C,V65.D,V65.E,V65.F,V65.G,V66.A,V66.B,V66.C,V66.D,V66.E,V66.F,V66.G,V66.H,V66.I,V66.J,V66.K,V66.L,V66.M,V66.N,V67,V67_OTRA,V68,V69,V70,V71,V72.A,V72.B,V72.C,V72.D,V72.E,V73.A,V73.B,V73.C,V73.D,V74,N1.A,N1.B,N1.C,N1.D,N1.E,N1.F,N1,NS_2018,NS_2018_E,N2.A,N2.B,N2.C,N2.D,N2.E,N2.F,N2.G,N2.H,N2,NS_2011,NS_2011_E,V75_RECHAZOS,V75_INCOMPLETOS,V75_NO_CONTACTOS,V75_NO_ELEGIBLES,MUNICIPIO,RANGO_EDAD,SEXO,POND
53662728,9/5/21 13:41,1239,41.3,EL VERGEL,3,2,5,3,3,2,4,5,2,3,1,5,5,4,1,1,5,5,1,0,0,0,0,99,99,1,99,18,2,2,4,99,2,2,99,99,99,2,2,1,1,2,2,2,2,1,2,2,5,5,5,5,0,1,1,5,2,5,1,1,1,1,3,1,2,2,1,1,99,99,1,1,1,1,5,1,1,1,1,1,1,1,ECONÓMICO PORQUE CREO QUE NO NOS ALCANZA,5,5,5,5,2,5,1,1,5,5,3,26,0,2,99,3,5,5,5,5,4,99,99,1,1,1,1,1,2,4,4,5,5,1,1,1,3,99,99,99,2,2,2,1,2,2,2,5,3,1,1,2,5,8,CUANDO VEN A LOS INDIGENTES Y NO DAN APOYO,2,2,1,2,2,2,2,2,1,1,1,5,1,5,5,5,2,1,2,2,1,2,1,2,2,1,3,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,5,12,CRISIS,12,ECONÓMICO,9,CRISIS ECONÓMICA,1,99,60,2,2,2,2,2,2,2,5,2,2,2,2,2,2,3,2,2,2,2,2,2,2,99,26,12,5,4,1,3,3,1,9,1,1,1,1,5,31,24,18,31,61,17,165,C-,Baja,0,11,13,10,20,15,32,22,123,C-,Bajo,0,0,5,2,3,3,2,1687.4526
53662846,9/5/21 13:47,4304,71.7,ARENALES TAPATIOS,3,2,5,4,5,1,5,5,4,4,4,3,3,4,1,1,1,1,1,0,0,0,0,99,99,1,99,18,2,1,2,99,2,2,99,99,99,4,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,7,MENSAJE,1,1,1,1,1,1,1,1,1,2,1,11,NINGUNO,5,3,5,5,2,2,3,3,5,2,5,24,99,2,99,5,5,5,1,1,4,99,99,4,4,1,1,1,4,4,4,4,4,5,1,2,3,99,99,99,2,2,2,2,2,2,2,1,4,1,5,1,1,5,VIOLENCIA A LAS MUJERES,1,2,2,1,2,1,2,2,5,5,1,1,4,4,5,1,1,1,1,2,2,2,2,2,2,1,4,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,5,7,FELICIDAD,2,MARIACHI,1,DELINCUENCIA,3,99,60,2,2,2,2,2,2,2,5,1,4,1,1,1,1,1,4,5,4,0,5,4,2,99,24,10,4,10,1,5,3,3,10,1,1,1,1,4,43,47,18,31,61,17,200,C+,Medio,8,11,31,10,20,15,32,38,165,C+,Medio,0,0,8,0,6,2,2,2024.4618
53662849,9/5/21 13:47,3376,56.3,ARENALES TAPATIOS,3,2,5,4,5,1,5,5,2,5,5,2,4,4,2,2,1,2,0,0,0,1,0,99,99,4,99,15,4,1,5,5,2,1,99,99,2,5,2,1,2,1,2,2,1,1,1,2,4,5,1,1,1,1,5,5,5,2,1,1,1,1,2,1,1,1,5,1,99,99,2,2,2,1,4,4,4,2,2,2,2,12,LAS INUNDACIONES,5,4,4,4,2,1,4,4,5,5,5,0,6,3,99,1,5,4,4,4,4,99,99,2,4,1,2,1,1,2,4,4,4,2,2,2,3,99,99,99,0,2,2,2,1,2,2,5,2,2,2,4,4,3,LA DISCRIMINACIÓN,1,2,1,1,2,2,2,2,4,4,2,1,4,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,5,1,1,1,1,1,1,2,2,2,2,2,2,99,99,2,4,4,9,DESIGUALDAD,9,VIOLENCIA,7,VIOLENCIAS,0,99,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,20,3,1,10,99,1,99,2,8,1,1,1,1,0,43,47,0,31,0,0,121,C,Medio,0,11,31,10,20,15,0,38,125,C-,Bajo,0,0,5,2,6,2,2,2024.4618
53662858,9/5/21 13:47,1683,56.1,EL VERGEL,3,2,5,3,5,1,5,5,1,5,5,1,1,1,1,2,1,1,0,0,0,1,0,99,99,4,99,18,4,1,4,5,2,3,99,99,3,5,1,2,2,1,2,2,1,1,1,1,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,1,4,1,5,1,99,99,1,1,1,1,1,1,1,1,2,1,1,1,ECONÓMICO,5,4,4,1,3,5,2,2,5,5,5,10,0,3,99,5,5,3,3,3,4,99,99,2,1,1,1,1,1,1,1,1,2,1,5,1,1,1,99,2,2,1,1,2,2,2,2,1,5,1,5,5,5,6,NO ATENDER LAS DENUNCIAS POR DELITOS,2,2,1,2,2,2,2,2,1,1,1,1,1,4,1,1,5,1,1,2,2,2,2,2,2,1,5,2,0,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,1,5,9,INSEGURIDAD,9,PRECAUCIÓN,1,DELINCUENCIA,1,99,60,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,99,24,10,4,4,1,5,2,1,9,1,1,1,1,0,31,24,18,31,0,12,104,D+,Baja,8,11,13,10,20,15,32,22,131,C,Medio,2,0,6,2,3,2,2,2024.4618
53662917,9/5/21 13:48,2588,86.3,LAS JUNTAS,3,2,4,4,4,1,3,4,2,4,4,3,2,2,5,2,4,5,1,0,0,0,0,99,99,1,99,15,2,1,4,99,2,2,99,99,99,3,2,2,2,2,2,2,2,1,1,2,1,2,4,4,1,4,4,4,4,4,4,4,1,1,1,1,2,2,2,1,99,99,1,1,1,1,2,3,2,2,2,2,2,2,LA ECONOMÍA POR LA SITUACIÓN DE LA PANDEMIA PERDÍ EL TRABAJO,5,5,3,5,1,1,1,1,2,2,5,25,99,3,99,5,2,4,2,2,4,99,99,2,1,2,1,1,1,4,2,4,5,5,2,1,1,1,99,2,2,2,2,2,2,2,2,4,3,3,4,5,3,6,QUE TE CULPEN POR ALGO QUE NO HACES,2,2,2,2,2,1,2,2,1,5,1,1,1,4,3,4,4,1,1,2,2,2,2,1,1,2,4,3,3,3,3,5,2,2,2,2,2,2,1,2,2,2,2,2,99,99,5,5,5,7,BONITA,14,NINGUNA,2,INSEGURIDAD,1,99,180,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,99,26,4,5,4,0,4,3,1,10,2,2,1,1,2,31,24,0,0,31,17,86,D,Baja,0,11,13,0,20,15,0,22,81,D+,Bajo,0,0,2,3,3,3,2,1687.4526
53662927,9/5/21 13:49,2520,84.0,LAS JUNTAS,3,2,5,4,5,1,4,5,1,3,5,4,1,3,1,2,2,2,0,0,0,1,0,99,99,2,99,99,99,2,4,99,2,3,99,99,99,5,2,2,2,1,2,1,1,1,1,1,5,4,4,2,2,2,4,4,4,4,4,4,1,4,1,1,4,5,4,1,99,99,2,1,1,1,3,2,1,2,1,5,3,5,INSEGURIDAD EN LA MADRUGA TE ASALTAN Y ENCUENTRAN PERSONAS MUERTAS EN LA COLONIA,5,4,5,4,3,5,4,3,5,4,5,18,0,3,99,5,3,4,4,1,4,99,99,4,2,4,4,4,4,1,2,1,2,4,3,2,3,99,99,99,2,2,2,2,2,2,2,1,4,3,4,3,2,6,LAS AUTORIDADES NO HACE LO QUE LES CORRESPONDE,2,1,1,2,2,1,2,2,4,4,4,4,4,4,2,4,4,1,1,2,1,1,1,1,1,1,3,2,0,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,3,3,5,MÚSICA,5,CULTURA,2,LA INSEGURIDAD SOBRE QUÉ POR LA DELINCUENCIA EN LA COLONIA,1,99,80,2,2,2,2,2,2,2,4,2,1,4,2,2,2,2,4,2,2,4,2,4,1,99,19,4,5,4,0,6,3,0,13,2,2,1,1,3,31,0,0,0,46,17,77,D,Baja,8,11,0,0,20,27,0,22,88,D+,Bajo,1,0,3,2,3,1,1,1888.3198
53662980,9/5/21 13:51,1592,53.1,ARENALES TAPATIOS,3,2,5,3,4,1,5,4,2,4,4,3,4,4,1,3,5,3,0,1,0,0,0,99,99,1,99,16,2,2,4,99,2,3,99,99,99,4,2,2,2,1,1,2,1,1,1,1,5,5,5,2,1,1,3,5,3,2,2,3,4,4,3,1,3,1,4,2,3,BUSCAR EMPLEO,2,2,2,1,4,4,2,3,2,2,2,11,NO TENEMOS AHORITA CONFLICTOS,5,4,4,4,1,2,4,5,5,5,4,0,8,4,99,4,4,3,4,4,2,1,99,3,2,3,2,2,4,1,3,5,5,4,3,2,3,99,99,99,1,2,2,2,2,2,2,3,4,2,4,3,2,7,INSEGURIDAD,1,1,1,1,1,2,2,2,4,4,4,4,3,4,4,4,4,1,1,2,1,2,2,2,2,1,4,3,3,4,2,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,4,3,CENTRO,6,ZOOLÓGICO,10,FALTA DE PAVIMENTACIÓN,4,99,60,2,2,2,2,2,2,2,3,3,4,3,3,3,3,4,4,4,3,4,4,3,1,99,25,4,1,4,1,6,6,2,14,1,1,1,1,3,31,47,18,31,46,23,173,C-,Baja,8,11,31,10,20,27,32,22,161,C+,Medio,0,0,9,2,6,3,1,2135.7590
53663268,9/5/21 13:59,5620,93.7,CONSTITUCIÓN,3,2,5,5,3,1,4,5,5,4,4,3,2,3,4,4,4,4,0,0,0,0,1,99,99,2,99,0,99,1,5,4,2,3,99,99,2,5,1,2,2,1,1,2,1,1,1,1,1,4,4,4,4,4,1,4,3,4,2,2,4,3,2,2,3,2,2,1,99,NINGUNO,1,1,1,1,1,1,1,1,1,1,1,1,LA ECONOMÍA FAMILIAR,5,2,4,3,1,2,2,4,4,4,5,7,0,2,99,5,3,5,2,2,4,99,99,4,5,4,4,3,3,5,0,0,0,3,1,2,3,99,99,99,2,1,2,2,2,2,2,4,0,0,0,4,0,6,LA FALTA DE JUSTICIA PARA RESOLVER EL ASESINATO DE SU PAPÁ,2,2,2,2,2,2,2,2,2,3,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,5,3,CATEDRAL,3,CENTRO,2,LA INSEGURIDAD,3,99,60,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,15,4,5,8,1,6,3,1,10,1,1,1,1,2,43,24,18,31,31,17,147,C,Medio,8,11,13,10,20,15,32,38,147,C,Medio,0,0,0,0,6,1,2,2005.3120
53663326,9/5/21 14:01,5273,87.9,CONSTITUCIÓN,3,2,5,5,5,2,5,5,3,4,5,3,2,4,3,2,2,1,1,0,0,0,0,99,99,1,99,11,2,1,4,99,1,2,99,99,3,4,1,1,1,1,1,2,2,2,2,2,4,5,4,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,4,1,99,99,1,1,1,1,1,3,3,1,1,4,4,3,ESTABILIDAD EMOCIONAL,4,4,5,4,2,5,5,3,5,5,5,24,0,3,99,5,5,4,3,4,4,99,99,1,2,4,0,1,4,4,5,5,5,2,3,1,3,99,99,99,2,2,2,2,1,2,2,4,2,2,2,1,1,7,INSEGURIDAD,1,2,1,1,2,1,2,2,3,4,4,4,1,5,1,1,1,1,1,1,1,2,1,1,2,2,1,2,4,4,1,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,4,9,DESPARICIONES,9,VIOLENCIA,2,INSEGURIDAD,7,99,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,99,24,10,5,4,0,6,6,1,20,1,1,1,1,7,31,24,0,31,61,23,147,C,Medio,8,11,13,10,20,32,0,22,116,C-,Bajo,2,0,5,1,6,2,2,2024.4618
53663378,9/5/21 14:03,2208,73.6,EL VERGEL,3,2,2,5,4,1,3,2,5,5,5,5,4,5,5,5,5,5,1,0,0,0,0,99,99,2,99,16,2,1,5,99,2,2,99,99,99,5,2,2,2,1,2,2,1,1,1,1,2,3,5,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,99,99,1,1,1,1,3,5,3,1,1,1,1,3,SALUD FÍSICA,5,4,5,5,2,5,2,2,5,2,5,0,6,2,99,5,1,5,3,1,4,99,99,5,4,1,1,1,1,5,5,5,5,3,1,2,3,99,99,99,2,2,2,2,2,2,2,5,5,1,3,1,5,7,LOS ASALTOS Y LOS ROBOS EN LA COLONIA,1,1,1,1,1,1,2,2,5,4,5,1,4,4,5,5,5,2,2,2,2,2,2,2,2,2,2,5,5,4,1,5,1,2,1,2,2,2,2,2,2,2,2,2,99,99,5,5,5,7,BONITO,7,SEGURO,3,LA CORRUPCIÓN DE LOS GOBIERNOS,7,99,5,2,2,2,2,2,2,2,5,1,5,3,3,3,3,3,5,5,1,5,5,3,2,99,17,4,5,5,0,1,1,1,15,0,0,0,0,2,35,24,0,0,31,6,90,D+,Baja,0,0,13,0,0,27,0,38,78,D,Bajo,5,0,15,5,3,1,2,2005.3120
53663405,9/5/21 14:04,1212,40.4,CONSTITUCIÓN,3,2,4,3,4,1,5,4,5,3,4,5,5,1,1,5,5,1,0,0,0,1,0,99,EL HOGAR,3,99,17,4,2,2,99,2,2,99,99,2,5,2,1,1,2,2,1,2,1,1,2,2,5,3,1,2,2,3,4,1,1,1,1,1,1,2,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,3,SALUD PORQUE PERDÍ A MI MADRE,5,3,2,2,2,2,5,2,5,5,5,3,0,3,99,4,5,5,4,5,4,99,99,4,5,2,2,3,3,2,3,3,2,2,1,2,3,99,99,99,2,2,2,2,2,2,2,1,2,3,4,3,3,11,LA FALTA DE JUSTICIA,1,2,1,2,2,2,2,2,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,4,4,7,AMABILIDAD,7,SERVICIALES,7,LA VIOLENCIA,3,99,100,2,2,2,2,2,2,2,5,1,4,1,1,1,1,1,4,1,1,4,1,3,2,99,24,3,1,4,1,5,5,4,18,1,1,1,1,5,31,47,18,31,61,23,188,C-,Baja,8,11,48,10,20,32,32,22,183,C+,Medio,0,0,0,0,6,2,2,2024.4618
53663427,9/5/21 14:05,8953,100.0,JARDINES DE LA CRUZ,2,2,5,4,5,1,5,4,2,5,4,2,2,2,2,1,1,2,1,0,0,0,1,99,99,1,99,18,2,1,4,3,1,2,99,99,3,4,2,1,1,2,2,1,1,1,1,2,5,4,3,4,5,3,2,4,2,4,2,3,1,4,3,2,2,2,4,1,99,99,1,1,2,1,4,3,2,2,1,1,1,6,LA COMUNICACIÓN,3,4,2,3,2,1,1,1,4,3,5,21,99,2,99,4,4,4,4,3,4,99,99,4,3,2,4,3,3,2,3,5,3,2,2,1,1,1,99,1,2,2,2,2,2,2,2,2,3,2,2,2,2,7,INSEGURIDAD,1,2,1,1,2,1,2,1,3,3,4,3,4,4,2,4,2,1,1,1,1,2,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,2,7,AMIGOS,7,BELLEZA,11,LA GENTE ES CUADRADA Y NO ACEPTAN IDEAS AJENAS,1,99,60,2,1,2,2,2,2,2,2,2,3,2,2,2,2,3,4,3,1,4,3,3,1,99,21,11,5,10,0,6,2,1,8,1,1,1,1,2,43,24,0,31,31,12,129,C,Medio,8,11,13,10,20,15,0,38,115,C-,Bajo,4,0,6,2,2,2,1,838.4727
53663590,9/5/21 14:11,3696,61.6,ARENALES TAPATIOS,3,2,4,4,3,1,5,5,3,1,4,3,3,1,1,3,1,3,0,1,0,0,1,99,99,2,99,9,4,1,3,4,2,3,99,99,3,3,2,1,1,1,2,1,1,1,1,2,3,3,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,99,99,1,1,1,1,5,5,1,1,1,1,1,7,LOS CONFLICTOS FAMILIARES,4,5,5,5,2,2,2,1,5,3,5,0,1,2,99,3,5,2,4,4,1,0,99,2,1,1,3,1,1,1,3,1,1,5,5,1,1,2,99,2,1,2,2,2,2,2,1,4,2,1,5,1,5,5,VIOLENCIA A LAS MUJERES Y MACHISMO,1,1,2,1,1,1,2,2,1,5,1,1,1,1,5,5,5,1,1,1,1,1,1,2,1,1,5,2,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,5,4,POZOLE,13,CORRIDOS,4,DISCRIMINACIÓN POLICIACA A LOS CIUDADANOS POR LA VESTIMENTA,2,99,60,2,2,2,2,2,2,2,4,1,1,1,1,1,1,5,5,4,1,5,4,5,1,99,18,9,5,1,5,10,4,2,11,1,1,1,1,5,10,47,37,31,61,23,186,C-,Baja,14,11,31,10,20,27,58,0,171,C+,Medio,1,0,1,0,6,1,1,1888.3198
53663603,9/5/21 14:11,8660,100.0,JARDINES DE LA CRUZ,2,2,4,5,4,1,5,4,2,5,4,4,1,2,5,5,5,5,1,0,0,0,0,99,99,1,99,12,2,1,5,3,2,4,99,99,3,5,2,1,1,1,1,1,2,1,1,1,5,5,5,5,5,4,1,5,1,4,5,1,5,5,1,1,1,1,4,1,99,99,1,1,1,1,1,1,4,2,1,1,1,4,PANDEMIA,4,2,3,4,2,2,1,1,3,2,3,3,0,3,99,5,4,5,1,5,4,99,99,4,4,2,4,4,4,4,4,5,4,4,1,2,3,99,99,99,2,2,2,2,2,1,2,4,4,1,5,3,2,12,"LOS DIPUTADOS, LA POLITICA",2,1,2,1,1,1,2,1,5,5,1,1,4,5,5,5,5,2,2,2,2,2,2,1,1,2,4,4,5,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,99,99,4,3,4,9,RATAS,9,INSEGURIDAD,2,INSEGURIDAD,6,99,20,2,2,2,2,2,1,2,1,2,1,1,2,2,1,3,4,1,1,2,1,1,1,99,15,3,5,3,0,4,4,1,6,1,1,1,1,1,23,24,0,31,15,23,93,D+,Baja,0,11,13,10,20,15,0,22,91,D+,Bajo,0,0,6,6,2,1,1,791.2416
53663661,9/5/21 14:13,1494,49.8,EL VERGEL,3,2,4,4,4,1,4,4,2,4,4,2,1,3,1,1,5,1,1,0,0,0,0,99,99,1,99,18,99,2,4,4,2,3,99,99,3,4,1,1,2,1,1,2,2,1,1,1,5,5,5,5,5,5,2,3,3,2,2,2,4,4,4,1,2,2,4,1,99,99,1,1,2,1,3,3,1,1,1,1,1,7,DISTANCIAMIENTO,4,5,1,5,2,5,4,5,5,5,5,1,0,3,99,5,5,2,5,1,4,99,99,4,4,1,1,2,1,2,2,2,1,2,3,2,3,99,99,99,2,2,2,2,2,2,2,1,4,1,2,1,5,7,INSEGURIDAD QUE APORTA LA POLICÍA,2,1,1,2,2,1,2,2,5,5,1,3,5,5,3,5,1,1,1,2,2,2,1,2,1,1,4,5,3,4,1,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,5,5,5,CULTURA,2,MARIACHI,2,INSEGURIDAD,1,99,60,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,99,18,10,5,4,2,6,3,1,11,1,1,1,2,2,31,24,37,31,31,17,154,C-,Baja,8,0,13,10,20,27,41,22,141,C,Medio,1,1,4,1,3,1,1,1888.3198
53663723,9/5/21 14:16,11008,100.0,JARDINES DE LA CRUZ,2,2,3,5,2,0,2,4,5,2,2,4,4,4,4,2,4,2,1,0,0,0,0,99,99,2,99,14,2,1,1,4,1,1,99,99,3,4,1,2,1,1,1,2,1,1,1,1,4,5,4,1,4,4,1,4,4,4,4,4,4,1,1,1,4,1,4,1,99,99,2,3,3,2,4,4,2,2,2,2,2,3,SALUD MENTAL,5,2,2,2,1,2,3,3,3,3,5,3,99,2,99,2,5,4,2,4,4,99,99,1,4,2,4,5,5,2,2,5,3,5,3,1,1,5,99,1,1,2,1,2,1,2,1,4,1,2,2,4,4,7,HOMICIDIOS,2,1,2,2,2,1,2,1,4,4,4,4,4,4,4,2,2,1,2,1,1,2,2,2,1,1,4,4,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,4,11,BASURA,7,BONITA,11,FALTA DE RESPETO,1,99,6,2,2,2,2,2,2,2,4,1,2,1,1,1,1,1,1,1,1,4,3,2,2,99,17,10,5,12,1,6,6,2,10,1,1,1,1,3,73,47,18,31,46,23,215,C+,Medio,8,11,31,10,20,15,32,52,179,C+,Medio,8,0,10,9,2,1,2,849.7211
53663875,9/5/21 14:22,1180,39.3,CONSTITUCIÓN,3,2,4,5,5,1,4,5,5,5,5,1,1,2,1,2,5,1,1,0,0,0,0,99,99,1,99,17,2,1,3,5,1,2,99,99,3,5,1,2,1,1,1,1,1,1,1,1,5,5,5,5,3,5,4,5,2,5,3,2,5,2,5,1,3,2,5,1,99,99,1,1,3,2,4,4,4,2,2,2,2,7,CONVIVENCIA,4,3,5,4,2,2,2,3,4,3,4,5,0,2,99,4,5,4,3,4,4,99,99,2,3,4,4,1,4,4,4,5,4,4,2,2,3,99,99,99,2,2,2,2,2,2,2,3,2,2,2,2,4,5,LA VIOLENCIA,1,1,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,1,1,2,1,2,2,2,1,2,4,4,4,4,1,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,3,10,MUJERES BONITAS,13,AMBIENTE,2,SEGURIDAD,1,99,80,2,2,2,0,2,1,2,4,2,2,2,2,2,1,4,4,2,1,2,2,4,1,99,19,9,5,10,0,2,2,1,6,1,1,1,1,2,43,24,0,31,31,12,129,C,Medio,0,11,13,10,20,15,0,38,107,C-,Bajo,3,0,4,1,6,1,1,1888.3198
53663907,9/5/21 14:24,2126,70.9,ARENALES TAPATIOS,3,2,5,5,5,1,5,4,2,5,5,1,3,2,2,2,2,2,1,0,0,1,0,99,99,1,99,19,2,2,4,99,2,2,99,99,2,5,2,2,2,1,2,1,2,1,1,2,5,4,4,5,5,5,2,5,1,1,2,2,5,5,1,1,1,1,4,1,99,99,1,1,1,1,4,4,1,1,1,1,1,2,NO HAY TRABAJO,5,3,5,5,2,5,2,2,5,5,5,5,0,2,99,5,0,4,4,2,4,99,99,3,3,2,2,2,3,2,2,2,4,4,3,2,3,99,99,99,2,2,0,1,2,1,2,3,4,2,5,5,4,4,LA DESIGUALDAD SOCIAL,2,2,2,2,2,1,2,2,4,5,3,1,4,4,4,4,4,2,1,2,1,2,1,1,1,1,5,4,2,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,4,4,2,7,APOYOS,7,AGRADABLE,10,INFRAESTRUCTURA,1,99,140,2,2,2,2,2,2,2,3,1,2,1,1,1,1,4,1,1,1,1,4,1,2,99,24,9,5,9,0,3,3,1,7,1,1,1,1,4,35,24,0,31,61,17,151,C-,Baja,0,11,13,10,20,15,0,38,107,C-,Bajo,2,0,9,4,6,2,2,2024.4618
53663909,9/5/21 14:24,1827,60.9,LAS JUNTAS,3,2,5,4,5,1,5,5,5,5,5,1,2,4,4,2,1,1,0,0,0,1,0,99,99,2,99,16,99,1,5,99,2,2,99,99,99,5,2,1,2,1,2,2,1,1,1,1,5,5,2,1,1,1,5,5,1,5,5,1,1,4,1,1,1,5,5,1,99,99,1,2,2,2,2,2,2,2,1,2,2,0,NO SABE,5,5,5,1,2,5,2,2,5,2,5,17,99,2,99,5,5,5,4,2,4,99,99,5,5,1,1,1,1,1,1,5,1,1,5,1,1,1,99,1,2,1,2,2,1,2,2,4,4,4,5,2,2,0,NI IDEA,1,1,1,1,1,1,2,2,1,5,1,1,4,5,5,5,4,1,2,2,1,2,2,2,1,1,5,5,5,5,2,5,2,2,1,1,2,2,2,2,2,2,2,2,99,99,5,5,4,7,BONITA,7,SEGURA,1,ROBOS,1,99,60,2,2,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,2,2,2,2,2,99,19,10,5,16,1,4,3,2,7,1,1,1,1,1,101,47,18,31,15,17,212,C+,Medio,0,11,31,10,20,15,32,72,191,C+,Medio,0,0,0,0,3,1,2,2005.3120
53663913,9/5/21 14:24,1893,63.1,LAS JUNTAS,3,2,5,5,5,1,5,5,3,1,4,1,3,5,2,2,3,1,0,0,0,1,0,99,99,2,99,99,99,1,5,99,2,2,99,99,99,5,1,1,1,1,2,2,1,1,2,2,4,4,2,5,5,4,4,5,5,5,2,1,1,4,1,1,5,5,5,1,99,99,2,1,1,1,3,5,4,1,1,2,2,1,LA ECONOMÍA,5,5,3,1,2,4,5,5,5,5,5,20,0,3,99,5,5,1,1,5,2,2,99,4,2,1,1,2,1,2,1,2,4,2,1,1,1,1,99,2,1,2,2,2,2,2,1,4,5,4,5,1,2,5,LA VIOLENCIA HACIA LA MUJER EL FEMINICIDIOS,1,1,1,1,1,1,2,1,4,5,5,4,5,4,5,5,5,1,2,2,2,1,1,1,1,2,4,2,0,0,2,5,2,2,2,2,2,2,2,2,2,2,2,2,99,99,5,4,5,6,BARES,12,PLAZAS,6,DROGADICCIÓN,1,99,60,1,2,2,1,2,2,2,2,2,2,2,2,2,2,5,5,2,2,5,2,2,1,99,20,4,5,4,2,6,4,1,10,1,1,1,1,1,31,24,37,31,15,23,138,C,Medio,8,11,13,10,20,15,41,22,140,C,Medio,1,0,3,0,3,2,1,1865.5035
